created_date,city_tier,first_platform_c,first_utm_medium_c,first_utm_source_c,total_leads_droppped,referred_lead,app_complete_flag,assistance_interaction,career_interaction,payment_interaction,social_interaction,syllabus_interaction
2021-07-02 15:33:09,1.0,Level0,others,others,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-02 15:37:50,1.0,Level3,Level0,Level0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-02 15:44:39,1.0,others,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-02 15:55:54,2.0,Level0,Level2,Level2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-02 16:02:50,2.0,Level3,Level0,others,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-02 16:08:49,2.0,Level3,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-02 16:13:15,2.0,Level3,Level0,Level0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-02 16:24:10,2.0,Level0,Level6,others,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-02 16:39:59,1.0,Level3,Level0,Level0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-02 17:09:45,3.0,Level0,Level0,Level0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-02 17:11:00,1.0,Level0,Level0,Level0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-02 17:23:31,3.0,others,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-02 17:28:11,3.0,Level3,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-02 17:45:31,3.0,Level0,Level0,Level0,5.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-02 17:49:22,2.0,Level3,others,others,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-02 17:57:36,2.0,Level0,Level2,Level2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 01:40:56,1.0,Level3,Level0,Level0,4.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 03:05:22,3.0,others,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 03:23:35,3.0,Level0,Level2,Level2,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 04:32:57,3.0,others,others,others,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 05:07:39,3.0,Level3,Level0,Level0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 05:10:27,2.0,others,others,Level16,2.0,1.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 05:16:49,1.0,Level3,Level0,Level0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 05:27:11,3.0,others,others,others,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 05:28:27,1.0,Level3,others,others,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 06:01:39,1.0,others,others,Level6,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 06:23:19,3.0,others,Level11,others,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 06:26:20,1.0,Level0,Level2,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 06:45:49,1.0,others,others,others,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 06:48:49,3.0,Level0,Level2,Level2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 06:51:23,2.0,Level3,Level0,others,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 07:02:09,1.0,others,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 07:04:35,2.0,Level3,others,others,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 07:23:29,2.0,Level0,Level2,Level2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 07:32:39,1.0,others,others,others,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 07:33:44,1.0,Level0,Level0,Level0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 07:42:24,3.0,others,Level0,Level0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 08:09:03,1.0,Level0,Level2,Level2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 08:13:41,2.0,Level0,Level2,Level2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 08:15:38,3.0,Level3,Level0,Level0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 08:30:23,2.0,others,Level2,Level2,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 08:30:38,1.0,Level0,others,others,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 08:42:59,2.0,Level1,Level20,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 08:45:01,3.0,Level0,others,Level6,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 08:50:40,1.0,Level0,Level11,others,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 09:21:05,1.0,others,Level0,Level0,6.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 09:38:06,1.0,others,others,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 09:50:01,1.0,Level0,others,others,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 10:05:35,2.0,others,Level2,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 10:15:33,2.0,Level0,Level11,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 10:18:02,2.0,Level3,Level0,Level0,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 10:56:57,1.0,Level3,Level0,Level0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 11:31:56,1.0,Level0,Level11,others,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 12:11:06,3.0,others,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 12:30:38,1.0,others,Level8,Level7,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 12:31:24,1.0,others,others,others,4.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 13:07:30,3.0,Level0,Level6,others,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 13:24:25,2.0,others,others,others,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 13:39:46,1.0,Level3,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 13:39:57,3.0,Level3,Level0,Level0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 13:40:10,1.0,Level0,others,others,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 13:44:15,3.0,others,Level0,Level0,4.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 14:24:11,2.0,others,Level2,Level2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 15:35:01,3.0,Level3,Level0,Level0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 15:41:36,1.0,Level3,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 15:42:24,1.0,Level0,Level2,Level2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 16:17:02,3.0,others,Level2,Level2,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 16:17:19,3.0,Level3,Level0,Level0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 16:20:55,3.0,others,Level11,others,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 16:26:22,2.0,Level3,Level0,Level0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 17:00:40,1.0,Level7,others,Level6,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 17:26:05,3.0,Level3,Level0,Level0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 17:26:30,1.0,others,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 17:36:35,2.0,others,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 18:30:36,3.0,Level0,others,others,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 18:30:53,2.0,Level3,Level0,Level0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 18:33:09,2.0,Level3,Level0,Level0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 18:38:23,1.0,Level0,Level0,Level0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-03 19:24:29,3.0,Level3,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 19:43:01,1.0,Level0,Level0,Level0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-03 22:13:14,1.0,Level0,Level11,others,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-04 00:11:01,3.0,Level0,others,others,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-04 01:03:50,3.0,Level3,Level0,Level0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-04 01:26:24,2.0,Level0,Level0,Level0,2.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-04 02:18:04,1.0,others,Level11,others,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-04 02:48:10,1.0,Level3,others,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-04 03:22:22,2.0,Level3,Level0,Level0,4.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-04 03:56:40,1.0,Level0,Level11,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-04 04:11:12,1.0,others,Level0,Level0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-04 04:17:47,1.0,Level0,Level6,others,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-04 05:21:37,1.0,Level0,Level0,Level0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-04 05:41:57,1.0,others,others,others,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-04 05:43:31,1.0,Level0,Level2,Level2,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-04 05:57:14,1.0,others,Level0,Level0,3.0,0.0,1,0.0,0.0,0.0,0.0,0.0
2021-07-04 06:01:49,3.0,others,others,others,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-04 06:23:16,3.0,Level3,Level0,Level0,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2021-07-04 06:24:08,3.0,others,Level0,Level0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
